Country,Date,Sentiment Score,Positive,Negative
FR,2020-04-24,0.080609949875,6,2
IN,2020-04-24,0.11789166464444446,37,8
NG,2020-04-24,0.1519761692058824,28,6
CA,2020-04-26,0.1037300138192771,67,16
GB,2020-04-26,0.0890904996343283,107,27
ZM,2020-04-26,0.1833333335,1,1
IT,2020-04-26,0.0913333332,4,1
AE,2020-04-26,0.19675645333333333,8,1
NG,2020-04-26,0.09956336316666668,35,7
AU,2020-04-26,0.15643214983870968,28,3
IL,2020-04-26,0.04374999999999998,3,1
CO,2020-04-26,0.0643939395,1,1
US,2020-04-26,0.1440920719629629,327,51
MY,2020-04-26,0.05174952649999999,6,2
NP,2020-04-26,0.051785714499999996,1,1
IN,2020-04-26,0.15163940444444443,62,10
JM,2020-04-26,0.0388636365,1,1
PK,2020-04-26,-0.09,7,3
DE,2020-04-26,0.007272727199999995,4,1
RU,2020-04-26,0.0,2,1
AE,2020-04-27,0.1940104166875,15,1
US,2020-04-27,0.14221049335815597,248,34
GB,2020-04-27,0.08504775791150443,87,26
NZ,2020-04-27,0.18035353533333334,3,3
IE,2020-04-27,0.18661616150000002,5,1
BE,2020-04-27,0.134375,1,1
IT,2020-04-27,0.2330844155714286,6,1
AU,2020-04-27,0.10642565104761906,18,3
MY,2020-04-27,0.25431547614285716,5,2
PH,2020-04-27,0.14851851855555553,8,1
FR,2020-04-27,-0.125,1,1
NG,2020-04-27,0.23080927358064518,28,3
ZA,2020-04-27,0.10648890870588235,15,2
IN,2020-04-27,0.13354392830769235,55,10
PK,2020-04-27,0.10787037016666667,5,1
ID,2020-04-27,0.20929012344444445,8,1
KE,2020-04-27,0.07018398266666666,5,1
JP,2020-04-27,0.009876542999999996,1,2
CA,2020-04-27,0.098556292244898,37,12
ES,2020-04-28,0.325,5,1
SG,2020-04-28,0.12283333329999999,9,1
US,2020-04-28,0.11693486425043167,489,90
JP,2020-04-28,-0.045833333500000004,1,1
HK,2020-04-28,0.1497321428,4,1
AU,2020-04-28,0.1196301020357143,22,6
IT,2020-04-28,0.06466089461111112,13,5
AE,2020-04-28,0.2454545454285714,6,1
IN,2020-04-28,0.10898518685915495,57,14
ZA,2020-04-28,0.24071343131578948,17,2
GB,2020-04-28,0.07319938133918129,130,41
MW,2020-04-28,0.1824074075,1,1
RU,2020-04-28,0.3584848483333334,2,1
PH,2020-04-28,0.240488678,11,2
NG,2020-04-28,0.12098048775824169,83,8
GH,2020-04-28,0.115340909,4,1
BE,2020-04-28,0.18444444440000002,4,1
KR,2020-04-28,0.046338384,1,1
DE,2020-04-28,0.00875,6,2
DK,2020-04-28,0.06967120199999997,1,1
MX,2020-04-28,0.10282186944444444,7,2
PT,2020-04-28,-0.05,1,1
CA,2020-04-28,0.11332904193893135,109,22
BR,2020-04-29,-0.01208333325,3,1
SG,2020-04-29,0.11240079355555554,8,1
BZ,2020-04-29,-0.0125,1,1
JP,2020-04-29,0.08295454542857142,5,2
ES,2020-04-29,0.064583333375,6,2
PK,2020-04-29,-0.018750000000000003,3,1
NL,2020-04-29,-0.025873015833333332,4,2
NP,2020-04-29,0.0416666665,1,1
IN,2020-04-29,0.17143838615789478,68,8
PG,2020-04-29,0.008167613500000004,1,1
GH,2020-04-29,0.10507359320000001,4,1
UG,2020-04-29,0.043287037,3,1
CA,2020-04-29,0.0961726947530864,125,37
ZA,2020-04-29,0.08184320889583334,42,6
NZ,2020-04-29,0.09459753779999999,9,1
CN,2020-04-29,0.1976190475,5,1
GB,2020-04-29,0.06491564912698414,153,36
AU,2020-04-29,0.07784832015217391,38,8
MY,2020-04-29,0.11472704994117648,15,2
IT,2020-04-29,0.10722222226666668,12,3
ID,2020-04-29,0.17839262191304356,20,3
MX,2020-04-29,0.12999999999999998,4,1
AE,2020-04-29,0.0255681818,3,2
PH,2020-04-29,-0.05374710649999998,10,6
NG,2020-04-29,0.17008147325,68,4
RU,2020-04-29,0.04999999999999999,2,2
US,2020-04-29,0.11092223086438528,593,196
IE,2020-04-29,0.16490319866666664,8,1
FR,2020-04-29,0.04851190471428572,6,1
IT,2020-04-30,0.08671059329411765,13,4
PL,2020-04-30,-0.061032197,10,2
JM,2020-04-30,-0.004128788000000001,6,2
JP,2020-04-30,-0.05,2,2
CA,2020-04-30,0.10494152172327045,131,28
NL,2020-04-30,0.1615351731,8,2
PK,2020-04-30,0.05362373749999999,2,2
MX,2020-04-30,0.20184624022222222,8,1
CZ,2020-04-30,0.12222222200000002,1,1
NG,2020-04-30,0.17562452101694914,57,2
UG,2020-04-30,0.21296296300000003,2,1
AR,2020-04-30,0.1777777776666667,2,1
CN,2020-04-30,-0.03333333333333333,2,1
GB,2020-04-30,0.1105201033990148,156,47
HK,2020-04-30,0.08750000000000001,2,1
AU,2020-04-30,0.21544446378571433,22,6
IN,2020-04-30,0.1286275664606742,72,17
TH,2020-04-30,0.0667658314,8,2
FR,2020-04-30,0.031249999999999997,3,1
VN,2020-04-30,-0.0416666666,4,1
VE,2020-04-30,-0.03333333333333333,2,1
IL,2020-04-30,0.030681818333333333,2,1
GH,2020-04-30,-0.1,3,1
SE,2020-04-30,0.005757575666666663,2,1
BD,2020-04-30,-0.12916666666666668,1,2
ZA,2020-04-30,0.17033825549999995,20,6
BR,2020-04-30,0.26041666674999997,3,1
IE,2020-04-30,0.008036976899999992,7,3
US,2020-04-30,0.1281905227872968,565,112
ES,2020-04-30,-0.07833333329999999,6,4
SA,2020-04-30,0.02370129880000001,4,1
SG,2020-04-30,0.2888888888888889,8,1
ID,2020-05-01,0.16858974369230767,11,2
IE,2020-05-01,0.0900530025,19,7
MX,2020-05-01,0.3042013888333333,5,1
GB,2020-05-01,0.12809271346382978,194,41
BE,2020-05-01,0.19999999999999998,2,1
US,2020-05-01,0.1287346918281623,692,146
TH,2020-05-01,0.08848484845454546,9,2
IT,2020-05-01,0.10548128341176471,14,3
MY,2020-05-01,0.07054924236363636,7,4
AU,2020-05-01,0.09605659774074073,24,3
PH,2020-05-01,0.12679425842105263,17,2
JP,2020-05-01,0.0560227272,4,1
BR,2020-05-01,-0.0035353535000000034,5,1
GH,2020-05-01,0.31635882649999997,5,1
ZA,2020-05-01,0.06004689529032259,23,8
SG,2020-05-01,0.23429170166666666,14,4
UG,2020-05-01,0.12585858600000002,3,1
CO,2020-05-01,0.06212121200000001,1,1
ES,2020-05-01,-0.0507936508,11,4
IN,2020-05-01,0.1519399539647059,77,8
CA,2020-05-01,0.13414883613125,136,24
BH,2020-05-01,0.25,1,1
PK,2020-05-01,0.09880952371428571,6,1
DK,2020-05-01,0.45,1,1
PL,2020-05-01,0.05227272725,7,1
NG,2020-05-01,0.2244994550128205,73,5
PK,2020-05-02,0.052083333333333336,5,1
NL,2020-05-02,0.017559524,3,1
TT,2020-05-02,0.24242424233333335,2,1
VE,2020-05-02,-0.09375,1,1
MY,2020-05-02,0.23070436499999997,8,2
PH,2020-05-02,0.15718329129166664,22,2
ZW,2020-05-02,-0.0625,2,1
NG,2020-05-02,0.1088367385,65,9
IE,2020-05-02,0.22382915699999997,12,1
ZA,2020-05-02,0.11540748876470588,33,1
TH,2020-05-02,0.09058493587500001,7,1
IN,2020-05-02,0.12765742631111113,113,22
ES,2020-05-02,0.18167308588235292,16,1
ID,2020-05-02,0.10634920641666668,11,1
AU,2020-05-02,0.08085022293939394,28,5
GB,2020-05-02,0.082554356483871,151,35
CH,2020-05-02,0.0200757575,3,1
JM,2020-05-02,0.08875,2,2
SG,2020-05-02,0.2378472222222222,8,1
SE,2020-05-02,0.05208333325,2,2
GH,2020-05-02,0.20618686866666666,8,1
CA,2020-05-02,0.11714291965322585,110,14
KE,2020-05-02,0.013888888888888892,8,1
JP,2020-05-02,0.0793535354,4,1
MA,2020-05-02,0.1123511905,1,1
US,2020-05-02,0.12628957633031668,721,163
IT,2020-05-02,0.11001881057142857,17,4
KR,2020-05-02,0.12395833350000003,1,1
MX,2020-05-02,0.10439814816666669,5,1
DE,2020-05-02,0.14833333340000002,4,1
IT,2020-05-03,0.03681657847619048,18,3
IN,2020-05-03,0.14244296708571427,90,15
PE,2020-05-03,-0.05,1,1
SE,2020-05-03,-0.0375,1,1
CM,2020-05-03,-0.012121211999999992,1,1
MY,2020-05-03,0.20990277775,7,1
ES,2020-05-03,0.05711651661904761,18,3
ZA,2020-05-03,0.18889095556250002,14,2
KH,2020-05-03,-0.0566666665,1,1
AE,2020-05-03,0.24350000006666664,10,5
PG,2020-05-03,-0.1,1,1
MX,2020-05-03,0.010004783142857132,11,3
SA,2020-05-03,-0.05,1,1
CA,2020-05-03,0.104629975325,95,25
NL,2020-05-03,0.1480394346,8,2
SG,2020-05-03,-0.005555555555555556,8,1
AU,2020-05-03,0.13578181646341467,34,7
GB,2020-05-03,0.0982431849269406,169,50
TH,2020-05-03,0.10295138875,6,2
UG,2020-05-03,0.1888888888888889,8,1
DE,2020-05-03,0.0911783008,8,2
NG,2020-05-03,0.19623164836065568,59,2
FR,2020-05-03,0.25555555555555554,8,1
CH,2020-05-03,0.08214285714285714,6,1
US,2020-05-03,0.13255097638916252,519,90
IE,2020-05-03,0.2656397306,13,2
JM,2020-05-03,0.03856421333333333,1,2
BW,2020-05-03,-0.1,1,1
KR,2020-05-04,0.0516666666,3,2
BB,2020-05-04,0.22875,4,1
ID,2020-05-04,0.14760767015384615,10,3
PH,2020-05-04,0.04491301911111112,14,4
DE,2020-05-04,0.14285714285714285,6,1
IE,2020-05-04,0.18556547625,10,2
ZA,2020-05-04,0.2085614077037037,24,3
GH,2020-05-04,0.10554653675,3,1
NZ,2020-05-04,0.01620936252941176,13,4
AT,2020-05-04,-0.007034632,1,1
US,2020-05-04,0.11211382240624981,574,162
KW,2020-05-04,-0.08831168850000001,1,1
BR,2020-05-04,-0.111111111,2,1
NG,2020-05-04,0.21186092956962022,73,6
GB,2020-05-04,0.12897857862427747,153,20
AR,2020-05-04,0.05292207785714286,6,1
CN,2020-05-04,0.014444444600000005,4,1
AU,2020-05-04,0.0541652011,27,3
TH,2020-05-04,-0.01563246100000001,7,4
MY,2020-05-04,0.06948260076923077,11,2
IT,2020-05-04,0.13964752570588232,16,1
MX,2020-05-04,0.13320470327272727,10,1
PK,2020-05-04,-0.08117559525000001,3,1
CA,2020-05-04,0.0949593305151515,79,20
NL,2020-05-04,0.03859126988888889,7,2
TR,2020-05-04,0.07916666666666668,2,1
AE,2020-05-04,0.099084596,7,1
JP,2020-05-04,-0.0933333334,3,2
IN,2020-05-04,0.19435969661052632,88,7
AU,2020-05-05,0.11211177058333334,38,10
US,2020-05-05,0.13807929571462818,679,155
ES,2020-05-05,0.033452380999999996,11,3
BD,2020-05-05,0.13619318175,3,1
DE,2020-05-05,0.039567797000000016,4,4
IN,2020-05-05,0.1428055044044944,80,9
FR,2020-05-05,-0.031488997,2,2
GH,2020-05-05,-0.06388888883333334,5,1
TT,2020-05-05,0.09374999999999999,1,1
ID,2020-05-05,0.20671073715384616,12,1
VE,2020-05-05,-0.0027777776666666663,2,1
KR,2020-05-05,0.05624999999999999,4,1
SG,2020-05-05,0.13187830685714289,6,1
BE,2020-05-05,0.1166666666,4,1
MY,2020-05-05,0.18743795089999998,9,1
MX,2020-05-05,0.1932560115,14,2
BR,2020-05-05,-0.3,1,1
UG,2020-05-05,0.17908549799999998,3,1
NG,2020-05-05,0.06634311867187496,56,8
PH,2020-05-05,0.17433664370588237,15,2
IE,2020-05-05,0.070776862,11,2
CA,2020-05-05,0.09853384301020408,69,29
GB,2020-05-05,0.1285767820181818,134,31
PL,2020-05-05,0.010580808000000002,9,1
ZA,2020-05-05,0.07035847591304348,19,4
GB,2020-05-06,0.07630503289017343,138,35
FR,2020-05-06,0.12879115233333335,7,2
TZ,2020-05-06,0.033742424199999996,4,1
ES,2020-05-06,-0.005303030333333331,10,2
ZA,2020-05-06,0.16007440475,17,3
US,2020-05-06,0.12953136472423024,594,153
SG,2020-05-06,0.16749476416666667,9,3
MY,2020-05-06,0.2,7,1
MX,2020-05-06,-0.016553556333333337,5,4
SE,2020-05-06,-0.0071428570000000025,2,1
TH,2020-05-06,0.11015625,5,2
CN,2020-05-06,0.05897166099999999,4,2
TR,2020-05-06,0.028787879000000002,1,1
IN,2020-05-06,0.17180753314457833,75,8
KR,2020-05-06,-0.11499999999999999,2,2
ID,2020-05-06,0.07824280757142857,10,4
CA,2020-05-06,0.06101888595370371,84,24
PL,2020-05-06,-0.10604256849999999,4,2
NO,2020-05-06,-0.2125,1,1
PH,2020-05-06,0.17930279356249998,13,3
AU,2020-05-06,0.08062973481250002,25,7
JM,2020-05-06,-0.0142045455,1,1
NG,2020-05-06,0.18274054100000003,54,5
NZ,2020-05-06,-0.018813131166666663,3,3
IE,2020-05-06,-0.028105158714285712,10,4
NL,2020-05-06,0.07567640687499999,7,1
PK,2020-05-06,-0.06456349214285714,4,3
AE,2020-05-06,0.3236111111111111,8,1
IT,2020-05-06,0.09634259261111111,14,4
IT,2020-05-07,0.038970588235294125,14,3
KR,2020-05-07,0.15901875899999998,2,1
SA,2020-05-07,-0.02268518533333333,2,1
CH,2020-05-07,0.009375000000000012,3,2
JM,2020-05-07,0.04595959599999999,1,1
SG,2020-05-07,0.026388888833333336,5,1
AU,2020-05-07,0.15508070996969692,25,8
ID,2020-05-07,0.10787037033333333,7,2
CA,2020-05-07,0.10385340716783209,117,26
ES,2020-05-07,0.09770397424999999,10,2
PH,2020-05-07,0.11434782608695651,18,5
ZA,2020-05-07,0.1983420867941177,30,4
NL,2020-05-07,0.08147186160000001,4,1
PK,2020-05-07,-0.21496212133333334,2,1
NG,2020-05-07,0.13150850685245902,56,5
BE,2020-05-07,0.0856060606,4,1
MX,2020-05-07,0.029924242384615385,9,4
GB,2020-05-07,0.14434920065686277,170,34
GH,2020-05-07,0.15000000000000002,3,1
DE,2020-05-07,0.2726190475714286,6,1
US,2020-05-07,0.12497019896016483,569,159
TH,2020-05-07,0.10763782782352942,15,2
CN,2020-05-07,0.023021885555555552,6,3
IL,2020-05-07,0.0770833335,1,1
IN,2020-05-07,0.12184319682716052,67,14
TH,2020-05-08,0.11909722216666667,5,1
NG,2020-05-08,0.14091551676666664,45,15
TR,2020-05-08,0.029166666500000007,1,1
PL,2020-05-08,-0.021297155285714287,4,3
MY,2020-05-08,0.02118476422222222,6,3
FR,2020-05-08,0.081657197,7,1
GB,2020-05-08,0.1047836046462264,180,32
KE,2020-05-08,0.24642857142857144,6,1
BW,2020-05-08,0.08566666666666667,2,1
CA,2020-05-08,0.10747917048872174,112,21
MX,2020-05-08,0.044047618999999996,5,2
BE,2020-05-08,0.1382142858,4,1
MG,2020-05-08,0.325,1,1
IN,2020-05-08,0.12404588553246751,64,13
ZA,2020-05-08,0.1821229536896552,26,3
IE,2020-05-08,0.17861111113333336,13,2
IT,2020-05-08,0.027922077904761904,14,7
US,2020-05-08,0.13078988958567755,633,149
ZM,2020-05-08,-0.007239057333333333,2,1
ID,2020-05-08,0.04999484642857143,13,8
ES,2020-05-08,0.01948051942857144,6,1
AU,2020-05-08,0.12133504152941178,32,2
PH,2020-05-08,0.17347766888235294,16,1
PK,2020-05-08,0.01841931216666667,3,3
JM,2020-05-08,0.24136363639999997,4,1
CA,2020-05-09,0.1298769123636364,92,18
RU,2020-05-09,-0.0375,1,1
GH,2020-05-09,0.23958333333333334,5,1
US,2020-05-09,0.1418910789505248,541,126
LB,2020-05-09,0.34166666675,2,2
IN,2020-05-09,0.1125290259041096,59,14
QA,2020-05-09,-0.060714285666666666,2,1
TR,2020-05-09,0.20416666675,3,1
ID,2020-05-09,0.11447068723529409,13,4
ZW,2020-05-09,-0.07136363650000001,1,1
IE,2020-05-09,0.04945512823076924,10,3
ZA,2020-05-09,0.10754130754054052,29,8
PH,2020-05-09,0.18831826790909093,10,1
GB,2020-05-09,0.1261201390736196,136,27
TZ,2020-05-09,0.1583333334,4,1
NG,2020-05-09,0.14709326126923078,48,4
PL,2020-05-09,0.18619528600000002,5,1
MY,2020-05-09,0.168359375,7,1
BE,2020-05-09,0.11319444449999999,7,1
MX,2020-05-09,0.0,4,1
IL,2020-05-09,0.031249999999999993,3,1
ES,2020-05-09,0.04457070705882354,14,3
SG,2020-05-09,0.05679012344444445,8,1
AU,2020-05-09,0.2100348262692308,21,5
JP,2020-05-09,-0.0267045455,1,1
KE,2020-05-09,0.11148526071428574,5,2
IT,2020-05-09,0.15581130178571428,22,6
SG,2020-05-10,0.1551515151111111,6,3
MY,2020-05-10,0.10623404376923078,11,2
PL,2020-05-10,0.06959366381818181,8,3
JP,2020-05-10,0.1408564815,5,1
MX,2020-05-10,-0.07210884357142856,5,2
ES,2020-05-10,0.044047619071428575,13,1
NG,2020-05-10,0.21608593167567566,34,3
IT,2020-05-10,0.09157563023529412,13,4
ID,2020-05-10,0.10902698862500002,7,1
ZA,2020-05-10,0.13586904760000001,14,6
AE,2020-05-10,0.195,4,1
IE,2020-05-10,0.09015151510000001,9,1
PH,2020-05-10,0.2291241495714286,13,1
AU,2020-05-10,0.08379382052941176,13,4
DK,2020-05-10,-0.12062289566666666,1,2
NO,2020-05-10,0.05,1,1
UG,2020-05-10,0.007407407333333338,2,1
US,2020-05-10,0.19900618318318963,409,55
QA,2020-05-10,0.1875,1,1
IN,2020-05-10,0.3080232424666666,55,5
CA,2020-05-10,0.1262359424,72,13
GB,2020-05-10,0.11104041135675669,158,27
TH,2020-05-10,0.08697916675,3,1
IN,2020-05-11,0.16163717867741936,56,6
NL,2020-05-11,0.1678809524,4,1
SG,2020-05-11,0.0416666667,9,1
MY,2020-05-11,0.08409465022222223,13,5
US,2020-05-11,0.10999792167286238,424,114
ZA,2020-05-11,0.12080161210344827,25,4
EG,2020-05-11,-0.125,1,1
NG,2020-05-11,0.1328360239375,43,5
GH,2020-05-11,0.1716666666,4,1
AE,2020-05-11,-0.032727272800000005,4,1
TH,2020-05-11,0.08094223487500002,6,2
FR,2020-05-11,0.10677083337500001,5,3
MX,2020-05-11,0.0706565656,8,2
AU,2020-05-11,0.1561591904137931,27,2
DE,2020-05-11,-0.0475,2,2
GB,2020-05-11,0.08850979865517242,143,31
KE,2020-05-11,0.04178571428571428,5,2
ES,2020-05-11,0.1028409090909091,10,1
PH,2020-05-11,0.2735,9,1
QA,2020-05-11,-0.08636363650000001,1,1
CA,2020-05-11,0.11641951218803419,94,23
UG,2020-05-11,0.03981481466666666,2,1
ZM,2020-05-11,0.0020833334999999925,1,1
IT,2020-05-11,0.13636363636363635,8,3
VE,2020-05-11,-0.0166666665,1,1
ID,2020-05-11,0.283157467625,7,1
JP,2020-05-11,0.0662247475,2,2
AU,2020-05-12,0.15059622792682928,38,3
KE,2020-05-12,0.12669753088888888,6,3
DE,2020-05-12,0.1341203703,8,2
IT,2020-05-12,0.025662878750000003,8,4
ID,2020-05-12,0.21940836945454542,10,1
IN,2020-05-12,0.10650086043220336,99,19
AR,2020-05-12,-0.054545454666666666,2,1
ZA,2020-05-12,0.1186835748695652,19,4
PK,2020-05-12,0.2597420635,5,1
CA,2020-05-12,0.11982807443548389,101,23
TR,2020-05-12,-0.09317099566666666,2,1
MY,2020-05-12,0.12020743149999999,9,1
MX,2020-05-12,-0.019351851833333333,4,2
AE,2020-05-12,0.082941919125,7,1
IL,2020-05-12,0.1583333335,1,1
GB,2020-05-12,0.0738830519723757,146,35
US,2020-05-12,0.07588711568520858,548,243
TH,2020-05-12,-0.01038961042857143,5,2
AT,2020-05-12,-0.05,1,1
NG,2020-05-12,0.13192873175555556,38,7
TT,2020-05-12,0.01666666650000001,1,1
SG,2020-05-12,0.2629166667,9,1
JM,2020-05-14,-0.06447811466666666,1,2
NG,2020-05-14,0.17255004525490192,47,4
IN,2020-05-14,0.18289554073255815,72,14
PL,2020-05-14,0.0559283308888889,16,2
CN,2020-05-14,-0.025,1,1
IT,2020-05-14,0.20257671241176467,12,5
AU,2020-05-14,0.08513284300000001,28,8
BE,2020-05-14,0.16354166674999998,3,1
SG,2020-05-14,0.21830357145454543,10,1
SE,2020-05-14,0.13437500000000002,3,1
MT,2020-05-14,-0.08333333333333333,2,1
KR,2020-05-14,0.085858586,2,1
CA,2020-05-14,0.16112897589361705,82,12
IE,2020-05-14,0.20097064393750003,15,1
ID,2020-05-14,0.07824074066666667,6,3
PE,2020-05-14,-0.057499999999999996,1,2
ZA,2020-05-14,0.06910135579166667,21,3
GB,2020-05-14,0.11011758564114835,170,39
US,2020-05-14,0.10332212537228917,613,217
DE,2020-05-14,-0.026812770666666666,3,3
PH,2020-05-14,0.11989239552941179,16,1
NO,2020-05-14,0.0875,1,1
QA,2020-05-16,0.20416666666666664,5,1
NO,2020-05-16,-0.1666666665,1,1
NG,2020-05-16,0.12091624551785714,49,7
MY,2020-05-16,0.03037878790000001,8,2
PH,2020-05-16,0.06662443539130436,19,4
PL,2020-05-16,0.12636363626666666,13,2
NL,2020-05-16,0.04896584899999999,7,2
NP,2020-05-16,0.08075757583333332,5,1
ID,2020-05-16,0.12611111115789475,17,2
IE,2020-05-16,0.08097943728571429,6,1
US,2020-05-16,0.13768637961882707,550,98
GB,2020-05-16,0.13293301974137933,148,26
ZA,2020-05-16,0.19704949496000002,22,3
GH,2020-05-16,0.23071428580000003,4,1
IT,2020-05-16,0.1483977273,18,2
IN,2020-05-16,0.13958934762376243,86,15
SE,2020-05-16,0.063888889,1,1
JP,2020-05-16,-0.004944444399999998,3,2
BE,2020-05-16,-0.07558080825,2,2
AU,2020-05-16,0.14341194196774193,25,6
DK,2020-05-16,-0.01875,1,1
CA,2020-05-16,0.1459507348058252,87,16
CH,2020-05-16,0.13802083325,3,1
US,2020-05-17,0.11314759611033272,437,134
PH,2020-05-17,0.08402690094444444,13,5
GB,2020-05-17,0.06727375769277112,132,34
CA,2020-05-17,0.11911188908080804,84,15
TH,2020-05-17,0.15595238100000003,5,2
NG,2020-05-17,0.14708173568571425,31,4
DE,2020-05-17,0.07092752911111112,7,2
NL,2020-05-17,0.1125165345,5,1
MY,2020-05-17,0.08333333333333333,5,1
SL,2020-05-17,0.0,1,1
AU,2020-05-17,0.1387866160857143,32,3
IE,2020-05-17,0.179687499875,7,1
AE,2020-05-17,0.2620833332,4,1
IN,2020-05-17,0.1306691364,113,17
UG,2020-05-17,-0.003571428666666668,2,1
DZ,2020-05-17,0.1510416665,1,1
PL,2020-05-17,-0.04283910535714286,11,3
IT,2020-05-17,0.11027727857142858,13,1
FI,2020-05-17,0.12083333350000003,1,1
KE,2020-05-17,0.05606060599999999,5,1
FR,2020-05-17,0.25416666666666665,4,2
PT,2020-05-18,0.2619444443333333,2,1
AU,2020-05-18,0.09739948831578947,14,5
TH,2020-05-18,0.14002525241666666,10,2
IT,2020-05-18,0.14307494592857142,13,1
SG,2020-05-18,0.015625,3,1
MX,2020-05-18,0.025462962999999995,4,2
BW,2020-05-18,-0.2583333335,1,1
GH,2020-05-18,0.3991674991538462,12,1
AE,2020-05-18,0.108854166625,7,1
NP,2020-05-18,0.15303030300000003,5,1
CA,2020-05-18,0.15460204683516485,82,9
GR,2020-05-18,-0.1,1,1
PH,2020-05-18,0.014610071294117647,15,2
NG,2020-05-18,0.09824178856666667,27,3
IL,2020-05-18,-0.1458333335,1,1
BE,2020-05-18,0.018055555499999997,4,2
MY,2020-05-18,0.09158868094117646,16,1
IN,2020-05-18,0.08106069647967484,87,36
DE,2020-05-18,-0.008333333249999998,3,1
PL,2020-05-18,0.0006060604999999997,9,1
ID,2020-05-18,0.23592013879999998,9,1
ZA,2020-05-18,0.13070126491666667,10,2
ZM,2020-05-18,0.06275252525000001,3,1
GB,2020-05-18,0.09978487030882355,176,28
US,2020-05-18,0.12550265689903847,531,93
BB,2020-05-18,-0.0625,1,1
PL,2020-05-19,0.015174299263157887,15,4
DE,2020-05-19,0.08096064816666666,11,1
GH,2020-05-19,0.120975378875,7,1
PH,2020-05-19,0.028851511111111117,12,6
GB,2020-05-19,0.16189746319897957,170,26
RW,2020-05-19,0.0014204544999999996,3,1
ZA,2020-05-19,0.1070888405106383,41,6
FR,2020-05-19,-0.0416666665,1,1
PK,2020-05-19,0.22499999999999998,5,1
AE,2020-05-19,0.0301349206,10,5
US,2020-05-19,0.12344138920634921,465,102
AU,2020-05-19,0.18665061951724138,26,3
TH,2020-05-19,0.07871347399999999,13,1
CA,2020-05-19,0.1414808948,86,14
QA,2020-05-19,0.07443181816666666,5,1
IE,2020-05-19,0.018560606000000004,7,4
KR,2020-05-19,0.024999999999999994,1,1
IN,2020-05-19,0.16882328014457829,70,13
CL,2020-05-19,-0.0074074074999999975,5,1
CN,2020-05-19,0.0577651515,7,1
IT,2020-05-19,0.09019455918181819,9,2
JM,2020-05-19,0.03661616166666667,2,1
NG,2020-05-19,0.13742644125714287,25,10
ES,2020-05-19,0.0060101009999999995,11,3
MX,2020-05-19,0.1495512820769231,11,2
DK,2020-05-20,0.05694444433333334,2,1
TT,2020-05-20,-0.0875,1,1
IN,2020-05-20,0.09229106838613857,87,14
SG,2020-05-20,0.08971380481818182,8,3
CH,2020-05-20,-0.5,1,1
PK,2020-05-20,0.109375,3,1
FI,2020-05-20,-0.0754960315,1,1
AT,2020-05-20,-0.08333333333333333,2,1
IT,2020-05-20,0.0956959706923077,12,1
PL,2020-05-20,-0.17586580092857143,10,4
TZ,2020-05-20,0.188888889,1,1
JP,2020-05-20,0.05852272724999999,3,1
IL,2020-05-20,0.06111111125,3,1
SE,2020-05-20,0.0062500000000000056,1,1
ZA,2020-05-20,0.05606060600000001,20,5
ID,2020-05-20,0.007236513461538465,11,2
CA,2020-05-20,0.12324701376271187,99,19
TH,2020-05-20,0.1533333334,4,1
AU,2020-05-20,0.08895435773529412,28,6
FR,2020-05-20,0.2828125,3,1
GB,2020-05-20,0.10943910636046508,144,28
PH,2020-05-20,0.012721523187500004,14,2
MX,2020-05-20,0.05388209007692308,11,2
IE,2020-05-20,0.06541666659999999,3,2
US,2020-05-20,0.14581852565470088,507,78
AW,2020-05-20,0.36666666700000006,1,1
NG,2020-05-20,0.16167474593750003,27,5
QA,2020-05-20,0.10161616166666666,2,1
ES,2020-05-20,0.14691358022222223,8,1
BE,2020-05-20,0.0,1,1
AE,2020-05-20,0.004204545499999997,7,1
IT,2020-05-21,0.02916666671428571,5,2
KR,2020-05-21,-0.04826839833333333,2,1
DE,2020-05-21,0.11616815485714285,5,2
NG,2020-05-21,0.18320691287500007,37,3
TN,2020-05-21,0.051515151499999995,1,1
AE,2020-05-21,0.12343749999999999,5,1
IE,2020-05-21,-0.08295454525,2,2
AT,2020-05-21,-0.010202020400000003,3,2
KE,2020-05-21,0.0875,3,1
FR,2020-05-21,0.17992424250000003,1,1
RU,2020-05-21,0.008333333500000005,1,1
GB,2020-05-21,0.07500554526288657,160,34
IN,2020-05-21,0.14776764157547176,92,14
ZA,2020-05-21,0.19677171552173914,20,3
KH,2020-05-21,0.049147727,1,1
GH,2020-05-21,0.22237689375,7,1
MY,2020-05-21,0.11309436125000001,11,1
MX,2020-05-21,0.10307720057142856,11,3
ID,2020-05-21,-0.04285714285714286,4,3
US,2020-05-21,0.10435700139310353,540,185
AU,2020-05-21,0.1520052708888889,15,3
TH,2020-05-21,0.11584595958333332,10,2
BD,2020-05-21,-0.04375,1,1
PL,2020-05-21,0.004329004285714287,19,2
CA,2020-05-21,0.12024631379411763,111,25
IL,2020-05-22,0.15416666666666665,2,1
KR,2020-05-22,0.1017676765,1,1
BE,2020-05-22,0.04776785725,3,1
ID,2020-05-22,0.1345238097142857,6,1
MY,2020-05-22,0.08880208333333334,11,1
PH,2020-05-22,0.12148809525000001,6,2
CA,2020-05-22,0.08788329151960783,79,23
KE,2020-05-22,0.1939280303,9,1
TH,2020-05-22,0.3547123013333333,2,1
GB,2020-05-22,0.10488293478857147,140,35
